FEN,Move
r1bqk2r/pp2ppbp/3p1np1/2p1n3/2B1P3/P1NP2Q1/1PP1NPPP/R1B1K2R b KQkq - 4 8,e5c4
3Qqrk1/p4pb1/2N3pp/1p5n/1Pp1pP2/2P1P2P/P4P2/3R1RK1 b - - 2 28,e8c6
1k5r/1p1q1p2/1b3p2/p2p4/3Np1n1/1NP1P2p/PP1K1P1P/R5Q1 w - - 0 25,a2a4
2r5/1p4bk/1q4pp/4p3/p3PP2/P2p2B1/QP4PP/5RK1 w - - 0 30,g3f2
2kr3r/ppp2Rp1/3pq2p/4p3/4P3/3Pb3/PP4PP/2R2Q1K b - - 1 19,e3c1
r2qk2r/pp3ppp/2nbpn2/3p3b/3pP3/2PB1N1P/PP1N1PP1/R1BQ1RK1 w kq - 0 10,c3d4
2bq1rk1/6pp/2p5/2bpn3/5B2/2Q1P2P/4BPP1/5RK1 w - - 0 20,c3c5
rq3rk1/p3nppp/2n1p3/1Bbp1b2/Q7/2N1PN2/PP3PPP/R1B2RK1 b - - 0 12,c6e5
8/2r3k1/1pN1p3/1P1p4/3P1Kn1/6P1/8/8 w - - 0 53,f4g4
r2q3r/pp1bb1p1/2p1pnkp/8/3P4/2P2N2/PP1BQ1PP/R4RK1 w - - 0 15,f3e5
7r/pppk2bp/3pr3/q2PnB2/N1P5/1P2P3/P5PP/R1BQ2K1 w - - 0 22,c1d2
8/p5p1/4rnk1/1p6/8/2P5/PP4P1/3Q2K1 b - - 0 45,e6e4
rn1qk2r/pb1n1ppp/1p2p3/2ppN3/3P4/2P1B3/PP1QBPPP/RN2K2R b KQkq - 0 10,d7e5
r2q1rk1/pp3pp1/4b2p/2p1b3/3p4/P1PP3P/1PBN1PP1/R2Q1RK1 b - - 1 15,d4c3
r1bBk2r/pp3pp1/2np3p/4p3/5P2/1Nn5/PPP3PP/R2QKB1R b KQkq - 0 11,c3d1
3r1rk1/5p1p/p2P1Pp1/1p6/8/P1nR2KP/6P1/5B1R b - - 2 29,c3e4
r2q1rk1/3b1ppp/2p1pn2/1p1p2P1/p2P1B1P/P1Q2P2/1PP1P3/R3KB1R b KQ - 0 13,f6h5
6nr/p7/5p2/2N1p3/1Pk5/8/P1n2K2/2b4R w - - 0 45,h1h8
8/2r1k3/8/3pPp2/1R1P4/P5P1/5P1P/6K1 w - - 3 41,h2h4
r5k1/1q2bppp/3p1n2/3P4/P1P2N2/1p2BP1P/3Q2PK/2R5 w - - 0 28,e3d4
4r2r/ppk2pbp/6p1/3RP3/4P3/8/PP4PP/R1B3K1 w - - 1 19,c1f4
1k1r1b1r/nppq2pp/p2p1p2/P7/2PPP3/2NQ1P2/5B1P/1R3RK1 b - - 0 19,f8e7
5rk1/p4ppp/2R1p3/p1Bpn3/q7/5QPN/5PKP/8 w - - 0 24,f3e2
1B2Q2k/3rb1pp/8/2P5/3P4/4n2P/6P1/5RK1 b - - 2 34,e7f8
r1bq1rk1/2b2pp1/2n1p2p/p1pp4/8/2PPPN1P/R2QBPP1/5RK1 w - - 0 19,f1a1
8/5k1p/8/4p3/5p1P/rP6/3r1PKP/8 w - - 3 35,g2f3
2kr3r/2q1b1p1/p2p3p/2pP1b2/2p2B1P/1PN2NQ1/P1nR2P1/2K4R w - - 0 21,d2c2
8/4K3/8/p3k3/8/1r6/8/8 b - - 3 47,b3f3
2rq1rk1/pp2ppbp/6p1/7n/1n2P3/1PNP1P2/PB2BP1P/R2Q1RK1 w - - 1 14,d1d2
4Q3/pp4kr/2p2p1q/3p1P2/3P1P2/1PP3p1/P5P1/4NK2 b - - 6 29,h6f4
rn1qk2r/pb2bppp/1p2pn2/2pp4/3P1B2/1PPBPN2/P2N1PPP/R2QK2R b KQkq - 0 8,e8g8
5k2/5p2/bp2pK2/p6R/P1P5/6r1/8/8 b - - 7 38,g3g6
8/1pk2K2/p1pp3P/8/5q2/8/8/3Q4 w - - 3 46,f7g7
8/8/1p6/8/1p5N/1P1K2kP/P7/8 w - - 1 46,h4f5
8/2R5/2p2p2/1pP2kpp/8/8/5P1P/6K1 w - - 0 34,c7c6
8/7B/8/7N/P3P3/8/3k2K1/2R5 b - - 0 45,d2c1
2kr3r/pppbn1pq/5p2/3p4/3Pp1P1/1PP1P2P/PB1QK1B1/5R1R w - - 2 24,e2d1
r1bqk2r/pp3ppp/2np1b2/2p5/2Q1P3/2N5/PPP2PPP/R3KBNR w KQkq - 0 9,c3d5
4rk1r/p1pp1pp1/1pq1n2p/7Q/1Pb5/PB2BP2/2P3PP/3RR1K1 w - - 3 20,b3c4
8/p3rk1p/Pp1R2pP/1P3p2/2P2P1P/5K2/8/8 b - - 4 61,e7c7
8/pp6/4Bkbp/3P4/P7/8/6P1/7K w - - 0 39,e6c8
rnb1kbnr/3p1pp1/2p2q1p/pN2p3/2B1P3/3PBN2/PPP2PPP/R2QK2R b KQkq - 0 7,c6b5
r2qr3/nb1nbQpk/p5N1/1pp5/3P1B2/2N5/PP3PPP/R3R1K1 w - - 3 20,g6e7
2rq1rk1/1p1b2p1/p3pb1p/3pB3/P7/1PQ5/3NBPPP/2R2RK1 w - - 1 21,c3a1
5Q2/6pk/2P4p/4P3/4K1P1/3r1P2/4q3/8 w - - 2 50,e4f5
rn1qk2r/p1pp1pp1/1p2pn2/8/2P4p/P1PP1PP1/5PBP/R1BQK2R w KQkq - 0 10,e1g1
r2qk2r/1ppb1ppp/p1np1b2/3p4/8/2N1PN2/PPP2PPP/R2QKB1R b KQkq - 1 10,c6e7
r1bqk1nr/pp3ppp/2n1p3/1Bbp4/4P3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 6,d8b6
5rk1/p2pbrp1/1p2p1Qp/4P1p1/1PqP4/P4P2/4NR1P/5RK1 w - - 1 24,g1g2
2k4r/1pr2pQp/2p1p3/p2n4/2R2P2/q2PP3/2P3BP/4R2K b - - 0 27,a3f8
2kr3r/pppqn1bp/3p1pp1/4p3/N2nP3/PP1P1P1P/2PB3P/R2QKBR1 w Q - 3 12,c2c3
5r1Q/8/3k4/1pp5/6p1/2B3P1/5PK1/8 b - - 0 46,f8h8
5r2/p2R1pk1/1p5p/2p1r3/1nP5/1P3B2/5RP1/6K1 b - - 1 36,f8e8
r4rk1/pp3pb1/2n2np1/q1Pp3p/6bP/1PNBPN2/PB3PP1/1R1QK2R w K - 4 13,e1g1
r7/pb3k1R/2p1p1p1/8/4p3/8/PPP1BPP1/2K5 b - - 0 20,f7f6
7r/1ppkn3/p2b4/4p3/1P2N2P/P7/2P1KBr1/R6R w - - 3 24,h4h5
1r1q1r2/5pk1/b1ppp1p1/p1pnP2p/P7/1P1PNN1P/2PQ1PP1/R3R1K1 w - - 1 19,e5d6
3r1rk1/pp4p1/3b3p/2p4B/1PP5/6PP/PR2RP2/6K1 w - - 0 28,b4c5
2b5/1r2r1k1/p1N1pb1p/1pN2ppB/1P1P1q2/3Q3P/1P3PP1/3RR1K1 w - - 9 28,c6e7
8/8/1R4k1/3N1ppp/3P4/1P4P1/1r3P1P/6K1 b - - 1 38,g6h7
1r1q2k1/5ppp/p2pr1b1/1pp1n3/2P2B1b/N5Q1/PP2B1PP/3R1RK1 w - - 5 25,g3b3
r4rk1/ppp2npp/2p2p2/4q3/4P1PP/2NPP3/PPP1B3/2K3QR b - - 2 16,c6c5
8/8/8/8/1K6/8/5Q2/1k6 w - - 17 67,f2h4
8/6k1/1p4p1/p7/Pq1Pp3/1P2Q3/6K1/8 w - - 0 43,e3e4
1r4k1/3nppbp/r2p1np1/3P4/2p1P3/2N1BN2/PP3PPP/RR4K1 b - - 3 16,f6e4
r7/p1p1kb2/2Qb1Bp1/3p4/3Np3/2P2PPr/PP6/R3R1K1 b - - 0 26,e7f6
1rr3k1/p4pp1/1q1bp2p/3p4/P7/1P1Q2P1/1B3PK1/R6R b - - 3 26,b6b3
8/5pkp/6p1/8/R7/p1p1R2P/r4PPK/8 b - - 1 35,c3c2
r1b2rk1/ppq1bpp1/2p2nnp/4p3/N3P3/1B1QBN1P/PPP2PP1/R4RK1 w - - 7 13,c2c4
1rk4r/3b1p1p/BBn1p1pb/8/5P2/8/PPP4P/1K1R1R2 b - - 0 22,b8b7
8/pp4pb/2n2p2/2Pkp2P/3r4/4K3/P7/2R5 b - - 0 43,c6b4
rnbqkbnr/4p3/pp3p1p/2p3p1/3p4/6N1/PPPPPPPP/RNBQKB1R w KQkq - 0 9,e2e3
r1b1nrk1/1p1qb1p1/2p1p2p/p2pPp2/2P5/PP2P1P1/1BQN1PBP/2RR2K1 b - - 3 16,e8c7
8/5ppk/4p2p/pQ3b2/P6q/1P6/6P1/6K1 b - - 3 54,h4e1
3qk2r/p1p2ppp/2B2n2/2p5/8/4P3/PPP2PPP/RNBQK2R b KQk - 0 10,e8e7
r1bq1rk1/pp2bpp1/2p1p2p/2Ppn2n/3P4/2N1PN2/PPB2PPP/R2QK2R w KQ - 0 11,f3e5
5r1k/2p3pp/1p3pn1/1PN1p3/1nPpP3/r2P2P1/4QPBP/2R2RK1 w - - 0 27,c5e6
r2q1rk1/1p2b1pp/2n2n2/pP2pp2/2Pp4/P4P1P/1BN1BPP1/R2Q1RK1 b - - 0 14,a8b8
6k1/5pp1/7p/3B4/2p5/1p6/PPK2nPP/8 w - - 0 33,a2b3
r3qrk1/ppp1bppp/1n6/4PR2/3P4/1B2PQ2/PP4PP/RNB3K1 w - - 3 13,b1d2
4r3/p3q1pk/1b4bp/4p3/3PB3/5Pp1/PPP3P1/R2Q1RK1 b - - 0 25,b6d4
2r1r1k1/5pp1/1pq1p2p/p2p4/2nP1N2/P1P1Q3/1P3PPP/R3R1K1 w - - 6 23,e3g3
2rq1rk1/1b1nbppp/p2pp1n1/1p1P4/2p1P3/P1Q1BNN1/BPP2PPP/R4RK1 b - - 1 14,e6d5
2k5/ppp2p2/8/4P2p/1P2K3/1Pn5/P6P/8 w - - 2 31,e4f5
rnbqk2r/p1pp1p2/1p2p2p/6p1/2PP4/P1n2NB1/4PPPP/R2QKB1R w KQkq - 0 10,d1c2
4r1k1/pp3ppp/2p5/4b3/4b1Pq/P3PQ1P/1P3P2/R1BN2K1 w - - 0 19,f3e4
5r1k/1pQ3b1/p2p4/3Pp2p/2P1P3/2N1q3/PP4PK/4NR2 b - - 2 29,f8f1
r1bq1rk1/p2nb1pp/1pp5/2Ppp3/1P1P4/2NB1N2/P4PPP/R2QR1K1 w - - 0 14,d4e5
1r1q1rk1/2ppppbp/1p3np1/nP6/2P5/3P1NP1/3BPPBP/1R1Q1RK1 b - - 0 17,c7c5
5r1k/6pp/Q7/1p3pqN/4R3/1P5P/1PP3P1/7K b - - 0 26,f5e4
rn1qk2r/pb1nbppp/1p2p3/2ppP3/8/3P1NP1/PPPB1PBP/RN1QK2R w KQkq - 0 9,b1a3
rnb2rk1/p3bppp/2pppn2/qp6/4P3/1PNB1N1P/PBPP1PP1/R2Q1RK1 b - - 1 9,e6e5
r3kb1r/1pqnpppp/p2p4/3P4/4P3/P1N1B3/1P3PPP/R2Q1RK1 w kq - 0 16,e3d4
2q2k2/8/1p4R1/p1b2p2/2Q5/5P1K/P2r3P/2R5 b - - 0 33,f5f4
r1b2knr/pppq2pp/8/4P3/4PP2/8/PP1Q2PP/RN2K2R w KQ - 1 13,d2f2
r3kb1r/p1p2p2/8/4p3/4P1R1/4P2p/PPPP4/R1B2KNq b kq - 0 24,f7f5
3rr1k1/5p1p/p3p1p1/1p2P3/7P/1P2R3/q4P2/5RK1 b - - 2 27,a2a3
8/p2Q2p1/4p1k1/5n2/2P1q3/6bK/P7/8 b - - 1 37,g6g5
2kr1b1r/ppp2p2/2n1pp2/7p/6Q1/3P2N1/PPPB1PPP/R4RK1 b - - 0 14,h5g4
r3k1nr/1p2Pppp/p7/4R3/2b2B2/8/PP3PPP/3R2K1 w kq - 0 17,e5c5
r3k1nr/3b2pp/p2q1p2/1B1pp3/Q4B2/2P5/PP3PPP/R3K2R w KQkq - 1 15,b5d7
r2q1rk1/p3bpp1/3p1n1p/2pPp3/P1B1P1b1/2N2N1P/2P2PP1/R2Q1RK1 b - - 0 16,d8a5
r1bqk2r/2pn1ppp/p2bpn2/1p6/8/1PPP1N2/PBQNBPPP/R3K2R b KQkq - 1 10,c7c5
rnb5/pppp2p1/5k2/2b5/2B1P2P/3P4/PPP2PP1/RNBQK2R w KQ - 0 15,e4e5
4r1k1/3b1p2/1R4p1/2pN1nP1/p1Pp4/3P1P2/4PK2/2Q4R w - - 4 30,d5f6
5r2/1R3pk1/1p1Np1p1/p1p4p/8/5n2/PPP2P2/2K5 w - - 4 32,b7b6
8/8/6k1/2p4p/3pP2P/1P1Pb1K1/2P5/8 b - - 2 39,e3c1
6k1/6p1/1R1P1p1p/r7/8/7P/P5P1/7K w - - 0 39,d6d7
7R/p3b1pp/5pkn/8/8/3P2P1/PP3P1P/5RK1 b - - 0 28,f6f5
8/6k1/4bp2/pB1pPp1p/3P1P2/6P1/PP5P/6K1 w - - 0 32,g1g2
r3kbnr/ppp2ppp/2n5/3p4/5P2/2P5/PPQ4P/RNK1q3 w kq - 0 16,c2d1
rn3Qk1/pp4pp/1q2p3/4p1N1/8/2NP4/PPP3PP/R1B2K2 b - - 0 15,g8f8
r3k2r/pp2qppp/2pb1n2/3pN3/2PP1P2/1P2P3/PB1Q2PP/R4RK1 b kq - 0 13,e8g8
8/1b4p1/1P2kp2/4p3/RPr4P/3KP1P1/8/8 b - - 10 39,c4c6
2Rrbk2/1p3p1p/p3p1p1/4P3/B7/5P1P/P2r2PK/1R6 w - - 2 31,c8d8
r1bq1rk1/1p3pbp/3p1pp1/p7/3pPB2/3P2P1/PPPQ1PBP/R4RK1 w - - 0 14,h2h4
r4rk1/4nqpp/p2ppb2/1pp1p3/P3P3/2PPBN2/RP1Q1PPP/R5K1 b - - 1 16,a8b8
r5k1/3n1pp1/2p1p2p/1rPpP3/q2b4/5NP1/2R1QP2/6K1 w - - 0 38,c2c1
r5k1/pppb2p1/6rp/3pqp2/7N/2P1P1P1/PPQR1PP1/2K4R w - - 0 19,h4g6
2r3k1/5p1p/6p1/4Q3/7P/1bP3P1/2q2PB1/5RK1 w - - 1 29,e5f4
r1bqr1k1/pppn2bp/6p1/3npp2/8/2P1P3/PP1NBPPP/R1BQNRK1 w - - 0 12,e1d3
2r1k3/5pp1/p3p3/3nP3/3Q4/1p1P4/PPq4r/K2R2R1 w - - 0 28,d1b1
r1b2r2/3p1kp1/2p1pn1p/p7/8/1PP5/P2NBPPP/R4RK1 b - - 0 17,f7e7
6k1/6p1/2p4p/8/p1QP4/3q2PP/5P2/2R3K1 b - - 0 37,d3c4
5r1k/ppp3p1/3b3p/8/3B1rB1/2PQ4/PP4R1/5RK1 b - - 0 30,f4f1
8/8/1R5N/2P5/8/k7/P4B2/2K5 w - - 1 42,h6g8
r4rk1/p4p1p/4pPp1/2pN4/p1q5/5Q2/5PPP/R4RK1 w - - 2 21,f3e3
rn1q2nr/pp1kbb2/2p1p3/3pPp2/5P2/2PPBB1P/PP1N1KP1/R4QR1 b - - 10 17,a7a5
r2q2rk/p1p3b1/2p1pp1p/5p1P/3P1Q2/5N2/PPP2PP1/1K1R3R b - - 2 19,d8d6
2r1nrk1/1q1b1p1p/4N1p1/1pPpb3/1P6/6P1/1BQ2PBP/3R1RK1 b - - 0 22,d7e6
r1bqr1k1/1ppnbppp/p3pn2/3pN3/3P1B2/1QPBP3/PP1N1PPP/R4RK1 b - - 1 10,c7c5
r1bqrnk1/1p3pb1/p2p1np1/2pPp3/P1P1P2B/2NB2NP/1P3PP1/R2Q1RK1 b - - 0 14,g7h6
r3k1r1/pb1p1p2/2p3pp/4Qp2/2P1n3/NP6/P2PPqPP/3K1B1R b q - 3 16,e8d8
1r2r1k1/5p2/6p1/8/R7/P6P/1Pp5/2K3R1 b - - 0 30,e8e3
8/8/7N/4kPKP/8/2p5/8/1B6 b - - 2 43,e5d6
r4rk1/3b1ppp/8/q1pp1P2/1b1n2P1/pPN3Q1/P1PB3P/2KR1B1R w - - 1 20,c3d5
1r4k1/r7/3pq1p1/p1pNp2p/2B1P1n1/1P5Q/P1P3PP/2KR1R2 b - - 2 25,g8h7
r2r2k1/p3npbp/b1p1pqp1/3pN3/B2P1B2/4P3/PP3PPP/R2QK2R w KQ - 4 14,h2h4
1rb2r1k/6pp/p3P1q1/PpPP1p2/2P2P2/3B1Q2/6PP/R4RK1 w - b6 0 27,c5b6
R1n3k1/5p2/3n3p/4p1pP/3pP1P1/3P1P2/8/3B2K1 w - - 2 39,d1b3
r2q1rk1/pp1nnp2/6PP/3p4/2pP3Q/2N5/PPP1BP2/2KR3R b - - 0 21,f7g6
8/1R4p1/4ppkp/4P3/1p3PP1/p7/1r6/2K5 w - - 0 54,b7b6
1rbq1rk1/p1p1ppbp/1p1p2p1/n5B1/2PPP3/2PQ2P1/P2N1PBP/R4RK1 b - - 0 12,c8a6
R7/4k3/p7/1p5R/4P2P/1PPn4/P5P1/6K1 w - - 7 40,a8a6
8/pp4P1/2p2R2/3b4/3n4/3N1Pk1/2P5/2K5 b - - 0 39,a7a5
8/p3r1p1/2p3k1/4PRPp/8/2P4P/PP1K4/8 w - - 1 33,f5f4
4Q3/pp4pk/3b3r/P2p4/3q1p2/5P2/1P4PP/2R4K w - - 0 34,e8e2
r2qk2r/pppbbp1p/2n1pn2/1P5p/8/P1PP1B1P/3Q1PP1/RN2K2R b KQkq - 0 12,c6e5
q6r/p2k1ppp/1pR1pb2/1P6/2P1nB2/8/P1Q2PPP/5RK1 w - - 7 24,c2e4
1rb2rk1/ppN2pp1/4p1q1/3pn3/8/P7/1PPK2P1/1R5R w - - 2 20,b1f1
8/3P1pk1/7p/6p1/4r1r1/1B6/2P5/3R1RK1 w - - 27 68,g1h2
r1bqkb1r/1pp5/p1npp3/1B2p1pp/4P3/3PB2P/PPPQ1PP1/RN2K2R w KQkq - 0 12,e3g5
4r2k/6pp/5n2/1Q2b3/p7/P3B3/2q2PP1/3R1K2 w - - 0 36,d1c1
r3k2r/2pb2pp/p1nb1q2/1p1Qpp2/5P2/1BP4P/PP3P2/RN2R1K1 b kq - 0 15,e5e4
1kq5/pp3ppp/8/3pP2n/Pb4b1/1N1P1N2/5PPP/2Q2RK1 b - - 1 18,c8c1
8/8/7k/6R1/5K1P/1r6/5B2/8 b - - 10 53,h6h7
5rk1/6pp/2pNp3/2P5/pB1bP2q/P6P/4Q1PK/5R2 b - - 3 36,f8f6
r2q2k1/p2n1pb1/1p1p3p/2p3p1/2P1b3/2N1r1P1/PPB3P1/R2Q1RK1 w - - 0 19,c3e4
r2Q1rk1/4bpp1/p3bn1p/1pp5/4P3/P1N4P/1BP1BPP1/R4RK1 b - - 0 15,a8d8
4q1k1/5pp1/7p/2prN2Q/1p2pP2/1P5P/P5P1/6K1 b - f3 0 36,e4f3
rn4k1/pp3ppp/2p5/3p3n/8/1BP2N1P/PP3K1P/3R4 w - - 0 18,b3d5
r1b3k1/ppNp1p1p/5p2/5P2/3bP3/8/P1P1B1PP/1R5K b - - 0 18,a8b8
8/8/8/4k2K/6Q1/8/8/8 b - - 2 63,e5d5
r2q3k/1ppn1r1p/3p1pp1/p1bPp2B/2P5/3PB2P/PP3PP1/R2Q1RK1 w - - 0 19,e3c5
5n2/4n1r1/2p1pkb1/1pPpN3/pP1P2N1/P2B4/5P1R/2K5 b - - 7 29,f6g5
8/pk2bp2/3pb1p1/4n2p/1PP1P2P/1P3P2/2K1B3/7R b - - 6 31,e5c6
r1bq1rk1/pp1p3p/2p3pn/1B1Pbp2/5P2/2N1B3/PPP3PP/R2Q1RK1 b - - 0 12,e5c3
r2qkbnr/pppb1p1p/2np2p1/4p3/2B1P3/2NPBN2/PPP2PPP/R2QK2R b KQkq - 1 7,c6a5
2kr3r/1bp1q3/ppn2B2/3p3p/PP6/2PPbB1P/6PN/RN1Q1RK1 w - - 1 21,g1h1
8/8/6k1/5p2/5K2/7R/4r3/8 b - - 0 44,e2f2
r4b1r/1pBn1kp1/p2p1n1p/1b1PpN2/4P3/8/PP3PPP/R3K2R b KQ - 2 14,f6e4
4r3/5pp1/6kp/2b5/8/2P3B1/5PPK/8 b - - 2 35,c5a3
2b3rk/1p3p1p/2q1pp2/8/7N/1Q2PNr1/8/5R1K w - - 0 28,b3a2
2r2rk1/1b2b1pp/pq2pp2/1p6/3pNQ2/1P1B1N2/P4PPP/2R1R1K1 b - - 0 21,e7b4
8/3k1p1p/3p3P/3P1p2/1KP5/8/p2B4/r7 w - - 0 50,b4a3
r3k2r/pp2bppp/2p5/8/4b1P1/P1PNP2P/1P3P2/R1BBK1R1 b Qkq - 0 16,e4d3
rq2k2r/p1p1bppp/1p3n2/3Pp1B1/2B5/3P4/PPP3PP/R2Q1RK1 b kq - 0 12,b6b5
r1bqk2r/1p3ppp/3b1n2/1pppB3/4pP2/1P2P3/P1PP2PP/RN1Q1RK1 w kq - 3 11,b1c3
r1bqk1nr/pp1pppbp/2n3p1/2p1P3/2BP4/8/PPP2PPP/RNBQK1NR w KQkq - 2 5,d4c5
r1bqkbnr/pp2p1pp/2n2p2/3p4/3P1B2/5N2/PPP2PPP/RN1QKB1R b KQkq - 3 6,e7e6
1r3rk1/5ppp/4p2B/p7/1b1P4/6qP/P4PN1/RR5K w - - 0 27,f2g3
r1bqk1nr/ppp1ppb1/2n4p/3pP1B1/3P4/2P5/PP3PPP/RN1QKBNR w KQkq - 0 6,g5e3
2k4r/ppp2p2/5P2/6R1/6p1/2P1P1P1/P2K1P2/8 b - - 6 29,h8d8
1r1q1rk1/1pp1bppp/p2p1n2/1P6/2Pp2b1/P2P2P1/3NPPBP/1RBQ1RK1 b - - 0 12,a6b5
r4rk1/1bq3pp/1n1ppb2/pp3p1N/2pPPB2/2P3QP/PPB2PP1/2R1R1K1 w - - 2 20,e4f5
2k1r3/q1p4p/p1p2pp1/2P1p3/3rP3/P2P4/Q1P3PP/1R3R1K w - - 1 28,c2c3
8/p5p1/B6p/1Pk2p2/4pP2/5P1P/4K1P1/8 w - - 1 38,f3e4
rn3rk1/pbpqbpp1/1p2pn1p/PB1p4/3PP3/1QP2N2/1P3PPP/RNB1R1K1 b - - 1 11,c7c6
rnb1k1nr/1p3pp1/p3p2p/q2pP2P/3Q4/2P5/PP1B1PP1/RN2KB1R b KQkq - 1 10,g8e7
3rr1k1/pp3pp1/1q1P2b1/2pQ2Pp/2Pn3P/1PB2P2/P5B1/3R1RK1 w - - 9 27,c3d4
5rk1/8/p4n2/1p2p1N1/2r1P3/7R/PP5P/1K6 w - - 8 28,h3g3
2K5/1Q6/p1pq2pk/7p/6rP/P7/1PP5/8 w - - 1 47,b7c7
r2q1rk1/pp4bp/4p1p1/3n1p2/3P1P2/4P3/PP2Q1PP/RNB2RK1 w - - 8 17,h2h3
r7/ppp4p/2np1k2/5b1B/1b6/4PN2/P1PP1PPP/RN2K2R w KQ - 1 18,e1g1
r1bq1rk1/1pp1bppp/p1n1p3/8/2PPQ3/P1N1P1B1/1P3PPP/2KR1B1R w - - 7 14,d4d5
1qr1k2r/1b1pbpp1/p3pn2/6p1/2B1P3/5N2/PP2QPPP/2RR2K1 w k - 1 19,e4e5
7k/1p4p1/2p3pp/8/8/5QP1/3q2BP/4r1K1 w - - 0 34,g2f1
8/5p1p/4pp2/pkp5/8/PPK3P1/5P1P/8 b - - 1 34,f6f5
rn1q1rk1/ppp1b1pp/4p1p1/3nP3/3P1P2/P1N3P1/1P2N2P/R1BQ1RK1 b - - 0 14,d5c3
r5k1/1pp1n3/p2p1p1p/8/8/2P3P1/PP5P/4R1K1 w - - 0 26,e1e7
r3rbk1/6pp/p2pp3/2pP4/q1P2P2/3Q3P/3B2P1/4RRK1 w - - 0 26,d5e6
r5k1/pp1b1rp1/5n1p/1PPp1n2/3Pp3/7P/3QNPP1/RR3NK1 b - - 2 26,f5h4
8/p7/1p1p4/1Pp1p1k1/3rP3/PK1RR1P1/6r1/8 b - - 18 45,c5c4
r4rk1/p2n1p2/1ppq1Pp1/3p2p1/8/4Q2P/PP1N2P1/4RR1K w - - 4 24,e3e7
5R2/8/6k1/6p1/3N3p/6bP/r5P1/6K1 b - - 6 64,a2d2
6k1/3rR3/2p4p/1p3Pp1/p1pP2P1/P1P5/1P1K3P/7R w - - 1 35,e7d7
3R4/8/4P3/8/8/5K2/2k5/8 b - - 2 54,c2c3
rnb1kb1r/ppp1q2p/4pp1n/6p1/3P4/P1NB1N2/1PPBQPPP/R3K2R b KQkq - 3 10,g5g4
r1bqk2r/pp1nbppp/3p1n2/4p3/2N1P3/2B2N2/PPPQBPPP/2KR3R b kq - 7 11,f6e4
8/8/1k5B/2p1R3/1pP3R1/1P1P4/3K4/8 b - - 0 48,b6c7
rnb2rk1/ppp1qppp/8/3p4/3P4/2N1P3/PP3PPP/R2QKBNR b KQ - 0 8,c7c5
2Q3k1/p2r1p1p/8/1P6/5Q1N/7P/PP3PP1/R5K1 b - - 0 33,g8g7
2r1r1k1/p5bp/1p3Ppn/3N4/4nPP1/7P/PP2N2B/1K1R3R b - - 2 24,e4f6
3r1br1/p4p2/2B1kp1p/2p1p3/8/3P1P1P/PPP2P2/R3R1K1 w - - 4 19,g1f1
r7/p5p1/n1R2k2/8/7P/2p2P2/P2b4/6K1 b - - 2 31,f6f5
r4k2/pp3p2/2pp4/7p/4P2P/8/PPPKb3/5Bb1 w - - 0 24,f1e2
4r1k1/5pp1/6b1/1pp4p/3n1pPP/N2P4/PP4B1/3R2K1 w - - 0 23,g4h5
r2q1rk1/pbpnnPbp/1p2p3/3pP3/3P4/2NB1N2/PPP2PP1/R1BQK2R b KQ - 0 10,f8f7
rn1qkb1r/pp4pp/2p2n2/3p4/5B2/3QPN2/PPP2PPP/RN2K2R b KQkq - 0 8,b8a6
r4rk1/1p5p/p3qp2/6p1/2P5/1P2RP2/P3n1QP/6K1 w - - 0 32,g2e2
rn1qk2r/pp4pp/2pbpp2/8/3P4/8/PPP1NPPP/R1BQ1RK1 b kq - 1 9,d8c7
2r2rk1/p1qn1p1p/b1p3p1/3pP3/3Q4/P1N1PN2/5PPP/2R2RK1 w - - 3 22,f1e1
8/8/P3RN2/2k5/6Pp/3P1p1P/1PPK1P2/8 b - - 2 43,c5d4
4r3/ppp1k2p/2n3p1/5b2/8/5B2/PPP2PPP/3RR1K1 b - - 1 22,e7f7
4r1k1/3Q1pp1/p6p/8/3K4/q4P2/4B1PP/6NR b - - 0 26,a3e3
r1bqkbnr/p2ppppp/8/1pp5/2BnPP2/8/PPPP2PP/RNBQK1NR w KQkq - 0 5,c4f1
6k1/5p1p/6p1/8/7P/2p2K2/3r1P2/4R3 w - - 0 41,e1e8
rn1qkbnr/ppp2ppp/3p4/4p3/2P1P1b1/3P1P2/PP4PP/RNBQKBNR b KQkq - 0 4,g4d7
4k3/2p4p/1p6/n7/2Ppq3/5r2/P2K3P/8 b - - 2 27,h7h6
r1bqk2r/pppp1ppp/5n2/4PNB1/1nB5/2N5/PPP3PP/R2QR1K1 b kq - 0 15,e8g8
r1b2rk1/6pp/2p2n2/p1qp2N1/4p3/2N2P2/PPP1Q1PP/2KR3R w - - 0 17,h2h4
2kr1b1r/ppqn1pp1/2p1p2n/3p3p/2PP1P2/1PN1PQ1P/PB2B1P1/R1R3K1 b - - 2 13,d7f6
r1bkr3/p1p2pp1/1bp2n1p/4N3/4P3/2N4P/PPP2PP1/R1B2RK1 w - - 1 12,e5f7
2r1k1r1/3q1p2/p1b1pQp1/1p1pB2p/3P4/2PB3R/PP4PP/5RK1 b - - 6 23,b5b4
5k1r/3p4/r5pp/1N2p3/1P6/8/P4PPP/R5K1 w - - 0 24,a2a4
